,droit_d_auteur,Llama2-7B Accuracy,Pythia7B Accuracy,Pythia12B Accuracy,Olmo-7B Accuracy,Mistral7B Instruct Accuracy,Mixtral7x8B Accuracy,Mistral7B Accuracy,GPT-4 Accuracy,ChatGPT Accuracy,BERT Accuracy,Author,Title,Year,Bing Hits,Google Hits,Dolma Hits,C4 Hits,Pile Hits,Source,Sub-source,average,Source：Sub-source,ChatGPT predicted year,GPT-4 predicted year,ID,Date of Birth,Date of Death
250,private,0,0,0,0,0,0,0,0.02,0.01,0,Fatima Shaik,The Mayor of New Orleans: Just Talking Jazz,1987,0,0.2,0,0,0,BBIP,,,BBIP,1950,1950,shaik_the_mayor_of_new_orleans_The_Mayor_of_New_Orleans:_Just_Talking_Jazz,1952/1/1,
251,private,0,0,0,0,0,0,0,0.02,0,0.01,Janet Evanovich,One for the Money,1994,0.4,1.3,0.2,0,0.1,Genre Fiction,Mystery/Crime,,Genre Fiction：Mystery/Crime,1998,1994,evanovich_one_for_the_money_One_for_the_Money,1943/4/22,
350,private,0,0,0,0.01,0.04,0.02,0.08,0.01,0.01,0,Margaret Ayer Barnes,Years of Grace,1931,0,0,0,0,0,Pulitzer,,,Pulitzer,1920,1925,barnes_years_of_grace_Years_of_Grace,1886-04-08,1967/10/25
396,public,0,0,0,0,0,0,0,0.01,0,0,Stephen King,The Tommyknockers,1987,0,0.8,0.5,0,0.9,Bestsellers,,,Bestsellers,1987,1987,king_tommyknockers_The_Tommyknockers,1986/3/6,1915/10/8
432,private,0,0,0,0,0,0.01,0.04,0.01,0.01,0,James Patterson,"Mary, Mary",2005,0,0.1,0.7,0,0.9,Bestsellers,,,Bestsellers,1993,2000,"patterson_mary_mary_Mary,_Mary",1932/6/29,1972/8/19
342,private,0,0,0,0,0,0.01,0.02,0.01,0.01,0,Margaret Walker,Jubilee,1966,0,0,0,0,1,BBIP,,,BBIP,1863,1940,walker_jubilee_Jubilee,1915/7/7,1998/11/30
349,private,0,0,0,0,0.01,0.02,0.02,0.01,0.01,0,James Agee,A Death in the Family,1958,0.4,1.1,1.4,0.3,1.8,Pulitzer,,,Pulitzer,1930,1950,agee_a_death_in_the_family_A_Death_in_the_Family,1909/11/27,1955/5/16
400,private,0,0,0,0,0,0,0.01,0.01,0.01,0,Martin Flavin,Journey in the Dark,1944,0,0,0,0,0,Pulitzer,,,Pulitzer,1922,1930,flavin_journey_in_the_dark_Journey_in_the_Dark,1883-11-02,1967/12/27
407,private,0,0,0,0,0.01,0,0.01,0.01,0.02,0.01,Donna Tartt,The Goldfinch,2014,0.1,0.8,5.3,0.4,2,Pulitzer,,,Pulitzer,2003,2005,tartt_the_goldfinch_The_Goldfinch,1963/12/23,
395,private,0,0,0,0,0.01,0,0.01,0.01,0,0,Ernest J. Gaines,In My Father’s House,1978,0,0,0,0,0,BBIP,,,BBIP,1955,1950,gaines_in_my_fathers_house_In_My_Father’s_House,1933/1/15,2019/11/5
403,public,0,0,0,0,0,0,0.01,0.01,0.01,0,Mary Stewart,The Crystal Cave,1970,0,0,0.8,0,1,Bestsellers,,,Bestsellers,Cannot predict without more context. The passage does not provide enough information to determine a specific year.,1968,stewart_the_crystal_cave_The_Crystal_Cave,1648-01-01,1682-01-01
393,private,0,0,0,0,0,0,0.01,0.01,0,0,Robert Ludlum,The Bourne Identity,1980,0,0.5,0.4,0,4,Genre Fiction,Action/Spy,,Genre Fiction：Action/Spy,1980,1980,ludlum_the_ludlum_triad_The_Bourne_Identity,1927/5/25,2001/3/12
391,private,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,Amitav Ghosh,Shadow Lines,1988,0,0.7,0,0,0.8,Global,Asia / Markings on page make OCR difficult,,Global,1981,1988,ghosh_the_shadow_lines_Shadow_Lines,1956/7/11,
385,private,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,Julia Peterkin,Scarlet Sister Mary,1929,1.6,21.6,0,5.5,0.8,Pulitzer,,,Pulitzer,1937,1935,peterkin_scarlet_sister_mary_Scarlet_Sister_Mary,1880-10-31,1961/8/10
382,private,0,0,0,0,0,0,0.01,0.01,0.03,0,Robert Bloch,Psycho,1959,0.2,1.4,0.1,0,2,Genre Fiction,Horror,,Genre Fiction：Horror,1950,1955,bloch_psycho_Psycho,1917/4/5,1994/9/23
439,private,0,0,0,0,0,0,0.01,0.01,0.01,0.01,Ben Barker,The Time of the Terrorists,1977,0,0,0,0,0,BBIP,,,BBIP,1978,1975,barker_the_time_of_the_terrorists_The_Time_of_the_Terrorists,1988/3/10,
435,private,0,0,0,0.02,0.01,0,0.01,0.01,0.02,0,Anita Loos,Gentlemen Prefer Blondes,1926,0.3,1,0.3,0,0.4,Bestsellers,,,Bestsellers,1930,1930,loos_gentlemen_prefer_blondes_Gentlemen_Prefer_Blondes,1888-04-26,1981/8/18
429,private,0,0,0,0,0,0,0.01,0.01,0.01,0,Sister Souljah,The Coldest Winter Ever,1999,0,0,0,0,2,BBIP,,,BBIP,1989,1990,souljah_the_coldest_winter_ever_The_Coldest_Winter_Ever,1963/7/25,
422,private,0,0,0,0,0.01,0,0.01,0.01,0,0,Edwidge Danticat,"Breath, Eyes, Memory",1994,0.2,1.8,0.7,0.2,1,BBIP,,,BBIP,1987,1990,"danticat_breathe_eyes_memory_Breath,_Eyes,_Memory",1969/1/1,
421,private,0,0,0,0,0,0,0.01,0.01,0.01,0,Julia Alvarez,In the Time of the Butterflies,1994,0.3,2.5,0.1,0,1,Global,Americas,,Global,1960,1994,alvarez_in_the_time_of_butterflies_In_the_Time_of_the_Butterflies,1950/3/27,
390,public,0,0,0,0,0,0,0.01,0.01,0,0,Zane Grey,The Man of the Forest,1919,0,1.1,0.1,0,2.3,pre-1923 LitBank,,,pre-1923 LitBank,1930,1920,3457_the_man_of_the_forest,1872-01-31,1939/10/23
389,public,0,0,0,0,0.01,0.01,0.02,0.01,0.03,0.03,Harriet E. Wilson,Our Nig,1859,0.2,2.7,2.8,2.8,4.5,BBIP,,,BBIP,1842,1842,wilson_our_nig_gutenberg_pg584_Our_Nig,1825-03-15,1900/6/28
414,private,0,0,0,0,0,0,0.01,0.01,0.01,0,James A. Michener,Tales of the South Pacific,1948,0,0.9,0.5,0,0,Pulitzer,,,Pulitzer,1950,1940,michener_tales_of_the_south_pacific_Tales_of_the_South_Pacific,1907/2/3,1997/10/16
387,public,0,0,0,0,0.01,0,0.01,0.01,0.02,0,Elizabeth Spencer,The Voice At The Back Door,1957,0,0.7,0,0.4,6.3,Pulitzer,,,Pulitzer,1952,1955,spencer_the_voice_at_the_back_door_The_Voice_At_The_Back_Door,1871-04-12,1930/4/22
413,private,0,0,0,0,0,0,0.01,0.01,0.01,0,Ngũgĩ wa Thiong'o,Petals of Blood,1977,0,0.3,0,0,2.4,Global,Africa,,Global,1965,1977,thiongo_petals_of_blood_Petals_of_Blood,1938/1/5,
340,private,0,0,0,0,0,0.01,0.01,0.01,0.01,0,Jack Higgins,The Eagle Has Landed,1975,0,1.3,0,0,2,Genre Fiction,Action/Spy,,Genre Fiction：Action/Spy,1943,1945,higgins_three_complete_novels_The_Eagle_Has_Landed,1929/7/27,2022/4/9
331,private,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0,Kenneth Roberts,Northwest Passage,1937,0,0,0,0,0,Bestsellers,,,Bestsellers,1857,1940,roberts_northwest_passage_Northwest_Passage,1885-12-08,1957/7/21
343,private,0,0,0,0,0,0,0.01,0.01,0.02,0.01,Clarence Major,Painted Turtle: Woman With Guitar,1988,0,0.1,0,0,0,BBIP,,,BBIP,1969,1975,major_painted_turtle_Painted_Turtle:_Woman_With_Guitar,1936/1/1,
381,public,0,0,0,0,0,0.01,0.01,0.01,0.01,0,Lloyd C. Douglas,Green Light,1935,0.1,1,1,0,0,Bestsellers,,,Bestsellers,1920,1930,douglas_green_light_Green_Light,1877-08-27,1951/2/13
344,private,0,0,0,0,0.02,0,0.01,0.01,0.01,0,Meena Alexander,Nampally Road,1991,0.1,0.1,0,0,0,Global,Asia,,Global,1984,1965,alexander_nampally_road_Nampally_Road,1951/2/17,2018/11/21
370,private,0.01,0,0,0,0,0.01,0.01,0.01,0,0,Alice McDermott,At Weddings and Wakes,1993,0,0.4,0,0,1.2,Pulitzer,,,Pulitzer,1962,1960,mcdermott_at_weddings_and_wakes_At_Weddings_and_Wakes,1953/6/27,
347,private,0,0,0,0,0,0.02,0.01,0.01,0.01,0,William Trevor,Felicia's Journey,1994,0,0,0,0,2,Global,Europe,,Global,1975,1980,trevor_felicias_journey_Felicia_s_Journey,1928/5/24,2016/11/20
353,private,0,0,0,0,0,0,0.01,0.01,0.01,0.01,Vikram Seth,A Suitable Boy,1993,0,0.1,0,0,0.9,Global,Asia,,Global,1951,1950,seth_a_suitable_boy_A_Suitable_Boy,1952/6/20,
401,private,0,0,0,0,0.01,0,0,0.01,0,0,Hanif Kureishi,The Buddha of Suburbia,1990,0,1.5,0.1,0.1,2,Global,Europe,,Global,1984,1980,kureishi_the_buddha_of_suburbia_The_Buddha_of_Suburbia,1954/12/5,
397,private,0,0,0,0,0,0,0,0.01,0,0,Janet Evanovich,Twelve Sharp,2006,0,0.1,0.4,0,1,Bestsellers,,,Bestsellers,2010,2000,evanovich_twelve_sharp_Twelve_Sharp,1943/4/22,
398,private,0,0,0,0,0,0,0,0.01,0,0,Margaret Atwood,The Blind Assassin,2000,0,0.5,0.1,0,3.6,Global,Americas,,Global,unknown (There is no clear indication of a specific year in this passage.),1985,atwood_the_blind_assassin_The_Blind_Assassin,1891-01-01,
399,private,0,0,0,0,0,0,0,0.01,0,0,Danielle Steel,Mixed Blessings,1992,0,0.5,0.5,0.3,1.8,Bestsellers,,,Bestsellers,2002,1985,steel_mixed_blessings_Mixed_Blessings,1947/8/14,
404,private,0,0,0,0,0,0,0,0.01,0,0,Octavia Butler,Clay’s Ark,1984,0,0.1,0.1,0,2.7,BBIP,,,BBIP,2025,2005,butler_seed_to_harvest_Clay’s_Ark,1947/6/22,2006/2/24
402,private,0,0,0,0,0,0,0,0.01,0,0,Zoë Wicomb,David's Story,2000,0.1,0.4,0,0,1,Global,Africa,,Global,Unknown (There is no clear indication of a specific year in the passage),2000,wicomb_davids_story_David_s_Story,1948/11/23,
438,public,0,0,0,0,0,0,0,0.01,0,0.01,Claude McKay,Home to Harlem,1928,0,0.1,0,0,0,BBIP,,,BBIP,1910,1925,mckay_home_to_harlem_Home_to_Harlem,1889-09-15,1948/5/22
405,private,0,0,0,0,0,0,0,0.01,0,0,Gayl Jones,Eva’s Man,1976,0,0.2,0,0,0,BBIP,,,BBIP,1960,1975,jones_evas_man_Eva’s_Man,1949/1/1,
436,public,0,0,0,0,0,0,0,0.01,0,0,Ford Madox Ford,The Good Soldier,1915,0.2,82.3,8.2,0.5,9.3,pre-1923 LitBank,,,pre-1923 LitBank,1910,1915,2775_the_good_soldier,1873-12-17,1939/6/26
406,private,0,0,0,0,0,0,0,0.01,0,0,Jojo Moyes,The Giver of Stars,2020,0,0.8,0.4,0,2,Bestsellers,,,Bestsellers,1952,1930,moyes_the_giver_of_stars_The_Giver_of_Stars,1969/8/4,
394,private,0,0,0,0,0,0,0,0.01,0,0,Gordon Parks,Shannon,1981,0,0,0,0,0,BBIP,,,BBIP,1950,1960,parks_shannon_Shannon,1912/11/30,2006/3/7
384,private,0,0,0,0,0,0,0,0.01,0,0,Kate Atkinson,Case Histories,2004,0,0,0.1,0,1,Genre Fiction,Mystery/Crime,,Genre Fiction：Mystery/Crime,2008,2005,atkinson_case_histories_Case_Histories,1951/12/20,
392,,0,0,0,0,0,0,0,0.01,0,0.01,Krys Lee,How I Became a North Korean,2016,0,0,0.5,0,1,Global,Asia,,Global,2017,2010,lee_how_i_became_a_north_korean_How_I_Became_a_North_Korean,,
388,,0,0,0,0,0,0,0,0.01,0,0,J. Jason Grant,Bitch,1979,0,0,0,0,0,BBIP,,,BBIP,1970,1975,grant_bitch_Bitch,,
386,private,0,0.01,0,0.01,0.01,0.01,0,0.01,0.02,0.01,Frances Parkinson Keyes,Dinner at Antoine's,1948,0,0,0,0,0,Bestsellers,,,Bestsellers,1948,1948,keyes_dinner_at_antoines_Dinner_at_Antoine_s,1885-07-21,1970/7/3
383,private,0,0,0,0,0,0,0,0.01,0,0,Jackie Kay,Trumpet,2000,0.1,0.2,0,0,1,Global,Europe,,Global,2010,1990,kay_trumpet_Trumpet,1961/11/9,
380,private,0,0.01,0,0.01,0,0,0,0.01,0.01,0,Buchi Emecheta,The Joys of Motherhood,1979,0,0.6,0.1,0.1,2.1,Global,Africa,,Global,1960,1976,emecheta_the_joys_of_motherhood_The_Joys_of_Motherhood,1944/7/21,2017/1/25
379,private,0,0,0,0,0.02,0.01,0,0.01,0.01,0,Anne Tyler,Breathing Lessons,1989,0,0,0,0,1.8,Pulitzer,,,Pulitzer,1987,1980,tyler_breathing_lessons_Breathing_Lessons,1941/10/25,
409,private,0,0,0,0,0,0,0,0.01,0.01,0,Walter Mosley,Devil in a Blue Dress,1990,0.6,1.3,0.5,0,1,BBIP,,,BBIP,1978,1975,mosley_devil_in_a_blue_dress_Devil_in_a_Blue_Dress,1952/1/12,
408,private,0,0,0,0,0,0,0,0.01,0,0,Tana French,In the Woods,2007,0,0.1,0.3,0.1,2,Genre Fiction,Mystery/Crime,,Genre Fiction：Mystery/Crime,2010,1992,french_in_the_woods_In_the_Woods,1973/5/10,
430,,0,0,0,0,0,0,0,0.01,0,0,Rosanna Amaka,The Book of Echoes,2020,0,0,0,0,0,Global,Europe,,Global,2010,2000,amaka_the_book_of_echoes_The_Book_of_Echoes,,
410,private,0,0,0,0,0.01,0,0,0.01,0.01,0,Jewell Parker Rhodes,Douglass' Women,2002,0,0,0,0,1,BCALA,,,BCALA,1930,1980,rhodes_douglass_women_Douglass__Women,1954/1/1,
411,private,0,0,0,0,0,0,0,0.01,0,0,Edward P. Jones,The Known World,2003,0.4,1.7,0.8,0.4,1.3,BBIP,,,BBIP,unknown (The passage does not provide enough context or specific historical references to make a prediction.),2003,jones_the_known_world_The_Known_World,1950/10/5,
441,private,0,0,0,0,0.02,0,0,0.01,0,0,Grace Metalious,Peyton Place,1956,0,2,0,0,2,Bestsellers,,,Bestsellers,1952,1960,metalious_peyton_place_Peyton_Place,1924/9/8,1964/2/25
440,private,0,0,0,0,0,0,0,0.01,0,0,Louis Bromfield,Early Autumn,1927,0,0.3,0.1,0,0,Pulitzer,,,Pulitzer,1922,1930,bromfield_the_louis_bromfield_trilogy_Early_Autumn,1896-12-27,1956/3/18
437,private,0,0,0,0,0,0.01,0,0.01,0.01,0,Flora Nwapa,Efuru,1966,0.2,5.6,0,0.1,0.1,Global,Africa,,Global,Uncertain,1960,nwapa_efuru_Efuru,1931/1/13,1993/10/16
434,private,0,0,0,0,0,0,0,0.01,0,0,J. R. Ward,Dark Lover,2005,0.9,4.8,0.5,0.2,3,Genre Fiction,Romance,,Genre Fiction：Romance,2010,2005,ward_dark_lover_Dark_Lover,1969/1/1,
433,private,0,0,0,0,0,0,0,0.01,0,0,Lee Child,Killing Floor,1997,0,0.2,0.6,0,4,Genre Fiction,Action/Spy,,Genre Fiction：Action/Spy,1978,1990,child_killing_floor_Killing_Floor,1954/10/29,
431,private,0,0,0,0.01,0,0,0,0.01,0,0,Julia Quinn,The Duke and I,2000,0,1.6,0.6,0,1,Genre Fiction,Romance,,Genre Fiction：Romance,2020 (Note: This passage appears to be from a work of fiction and does not contain any clear indicators of a specific time period.),1990,quinn_the_duke_and_i_The_Duke_and_I,1970/1/12,
377,private,0,0,0,0,0,0.01,0,0.01,0.02,0,Jesmyn Ward,Salvage the Bones,2011,0.1,1.4,1.7,0,1,BBIP,,,BBIP,2011,2011,ward_salvage_the_bones_Salvage_the_Bones,1977/4/1,
428,private,0,0,0,0,0.01,0.01,0,0.01,0.01,0,James A. Michener,Texas,1985,0,0,0,0.1,2,Bestsellers,,,Bestsellers,1910,1935,michener_texas_Texas,1907/2/3,1997/10/16
412,public,0,0,0,0,0,0,0,0.01,0,0,Rachel Field,"All This, and Heaven Too",1938,0,0.8,0,0,0,Bestsellers,,,Bestsellers,1920,1920,"field_all_this_and_heaven_too_All_This,_and_Heaven_Too",1894-09-19,1942/3/15
427,private,0,0,0,0,0,0.01,0,0.01,0.01,0,Leon Uris,Exodus,1959,0,0.8,1.4,0,2.4,Bestsellers,,,Bestsellers,1951,1950,uris_exodus_Exodus,1924/8/3,2003/6/21
426,private,0,0,0,0,0,0,0,0.01,0.03,0,Geraldine Brooks,March,2006,0,0,0.2,0,2,Pulitzer,,,Pulitzer,1850,1850,brooks_march_March,1925/10/29,1977/6/19
425,private,0,0,0,0.01,0.01,0,0,0.01,0,0,Bessie Head,A Question of Power,1973,0,0.1,0.2,0,0,Global,Africa,,Global,1980,1975,head_a_question_of_power_A_Question_of_Power,1937/7/6,1986/4/17
424,private,0,0,0,0,0,0,0,0.01,0,0,Stephenie Meyer,The Host,2008,0.1,0.8,0.3,0,1,Bestsellers,,,Bestsellers,2008,2008,meyer_the_host_The_Host,1973/12/24,
423,private,0,0,0,0,0,0,0,0.01,0,0,Tayari Jones,An American Marriage,2018,0,1,2.3,0,1,BCALA,,,BCALA,2018,2015,jones_an_american_marriage_An_American_Marriage,1970/11/30,
419,private,0,0,0,0,0,0,0,0.01,0,0,John Grisham,The Rainmaker,1995,0,1.9,0,0,1,Bestsellers,,,Bestsellers,1991,1990,grisham_the_rainmaker_The_Rainmaker,1955/2/8,
418,private,0,0,0,0,0,0,0,0.01,0,0,E. Annie Proulx,The Shipping News,1994,0,1,0.2,0.1,2,Pulitzer,,,Pulitzer,,1993,proulx_the_shipping_news_The_Shipping_News,1935/8/22,
417,private,0,0,0,0,0,0,0,0.01,0,0,Helen MacInnes,Above Suspicion,1941,0,0,0,0,1,Genre Fiction,Action/Spy,,Genre Fiction：Action/Spy,1939,1950,macinnes_a_three_novel_omnibus_Above_Suspicion,1907/10/7,1985/9/30
416,private,0,0,0,0,0,0,0,0.01,0,0,Edna Ferber,Cimarron,1930,0,0,0,0.3,2,Bestsellers,,,Bestsellers,1930,1930,ferber_cimarron_Cimarron,1885-08-15,1968/1/1
415,private,0,0.01,0,0.01,0.01,0,0,0.01,0.01,0,Peter Carey,Oscar and Lucinda,1988,0,0,3,0,1,Global,Oceania,,Global,1920,1890,carey_oscar_and_lucinda_Oscar_and_Lucinda,1943/5/7,
378,private,0,0,0,0,0,0,0,0.01,0,0,Colson Whitehead,The Nickel Boys,2020,0.2,2.5,0.5,0,1,Pulitzer,,,Pulitzer,1963,2019,whitehead_the_nickel_boys_The_Nickel_Boys,1969/11/6,
420,private,0,0,0,0,0,0,0,0.01,0,0.01,Francine Rivers,Redeeming Love,1991,0,0.4,0,0,0.8,Genre Fiction,Romance,,Genre Fiction：Romance,1982,1980,rivers_redeeming_love_Redeeming_Love,1947/5/12,
376,private,0,0,0,0,0,0,0,0.01,0,0,Jennifer Egan,A Visit From the Goon Squad,2011,0.8,93.9,1.2,0.8,1.2,Pulitzer,,,Pulitzer,1998,1993,egan_a_visit_from_the_goon_squad_A_Visit_From_the_Goon_Squad,1962/9/7,
327,private,0,0,0,0,0,0.01,0,0.01,0,0,Patricia Cornwell,The Last Precinct,2000,0,0,0.4,0,3,Bestsellers,,,Bestsellers,2003,2000,cornwell_the_last_precinct_The_Last_Precinct,1956/6/9,
341,private,0,0,0,0,0,0,0,0.01,0,0,José Antonio Villarreal,Pocho,1959,0,0.1,12.6,0,0,Global,Americas,,Global,1920,1950,villarreal_pocho_Pocho,1924/7/30,2010/1/13
339,private,0,0,0,0,0,0.01,0,0.01,0.01,0,Arundhati Roy,The God of Small Things,1998,1.6,907,1.4,0.7,2,Global,Asia,,Global,1993,1997,roy_the_god_of_small_things_The_God_of_Small_Things,1961/11/24,
338,private,0,0,0,0,0,0.01,0,0.01,0,0,Clive Barker,Weaveworld,1987,0,0.2,0,0,0.9,Genre Fiction,Horror,,Genre Fiction：Horror,1989,1980,barker_weaveworld_Weaveworld,1944/7/23,2023/6/10
328,public,0,0,0,0,0.02,0.01,0,0.01,0,0,Oscar Micheaux,Conquest: The Story of A Negro Pioneer,1912,0,0,0.8,0,1.8,BBIP,,,BBIP,1915,1910,micheaux_conquest_gutenberg_pg39237_Conquest:_The_Story_of_A_Negro_Pioneer,1884-01-02,1951/3/25
337,private,0,0,0,0,0,0.01,0,0.01,0.01,0,Judith McNaught,A Kingdom of Dreams,1989,0,0.2,0.5,0,0,Genre Fiction,Romance,,Genre Fiction：Romance,1987,1985,mcnaught_a_kingdom_of_dreams_A_Kingdom_of_Dreams,1944/5/10,
336,private,0,0,0,0,0,0.01,0,0.01,0.01,0,Zakes Mda,Heart of Redness,2000,0,1.1,0,0,1.2,Global,Africa,,Global,Uncertain,2005,mda_the_heart_of_redness_Heart_of_Redness,1948/10/6,
335,private,0,0,0,0,0,0,0,0.01,0,0,Linda Hogan,Mean Spirit,1991,0,0,0,0,0,Pulitzer,,,Pulitzer,1955,1950,hogan_mean_spirit_Mean_Spirit,1947/7/16,
334,private,0,0,0,0.01,0.01,0,0,0.01,0.01,0,Daphne du Maurier,Mary Anne,1954,0,0,0,0,0.9,Bestsellers,,,Bestsellers,1809,1809,dumaurier_mary_anne_Mary_Anne,1907/5/13,1989/4/19
323,public,0,0,0,0,0,0,0,0.01,0,0,Willa Cather,O Pioneers!,1913,1.3,14.1,5.7,2.889,12.9,pre-1923 LitBank,,,pre-1923 LitBank,1913,1913,24_o_pioneers,1873-12-07,1947/4/24
322,public,0,0,0,0,0,0,0,0.01,0,0,Zane Grey,Desert Gold,1913,0,1.1,1.9,1.3,2,pre-1923 LitBank,,,pre-1923 LitBank,1915,1915,502_desert_gold,1872-01-31,1939/10/23
333,private,0,0,0,0,0.01,0.01,0,0.01,0,0,A. J. Cronin,The Keys of the Kingdom,1941,0.1,8480,0,0,0.3,Bestsellers,,,Bestsellers,1948,1920,cronin_the_keys_of_the_kingdom_The_Keys_of_the_Kingdom,1896-07-19,1981/1/6
332,private,0,0,0,0,0,0,0,0.01,0,0,Edna Ferber,So Big,1925,0.1,1.2,0.9,0,0,Pulitzer,,,Pulitzer,1937,1920,ferberg_so_big_gutenberg_61686-0_So_Big,1885-08-15,1968/1/1
319,public,0,0,0,0,0.01,0.01,0.01,0.01,0.02,0,Elizabeth George,A Great Deliverance,1988,0,0.1,0.1,0,1.8,Genre Fiction,Mystery/Crime,,Genre Fiction：Mystery/Crime,1993,1990,george_a_great_deliverance_A_Great_Deliverance,1814-04-06,1902/4/4
330,private,0,0,0,0,0,0,0,0.01,0,0,Jason Matthews,Red Sparrow,2013,0,1.1,0.1,0,1,Genre Fiction,Action/Spy,,Genre Fiction：Action/Spy,2010,2010,matthews_red_sparrow_Red_Sparrow,1951/9/17,2021/4/28
329,private,0,0,0,0,0,0,0,0.01,0,0,Nelson DeMille,The Charm School,1988,0,0,0,0,1.6,Genre Fiction,Action/Spy,,Genre Fiction：Action/Spy,1983,1985,demille_the_charm_school_The_Charm_School,1943/8/23,
326,private,0,0,0,0,0,0,0,0.01,0,0,Flann O'Brien,At Swim-Two-Birds,1939,0.8,0.7,0,0,1.2,Global,Europe,,Global,1950,1951,obrien_at_swim_two_birds_At_Swim-Two-Birds,1911/10/5,1966/4/1
325,private,0,0,0,0,0.01,0.01,0,0.01,0.01,0,Thomas B. Costain,The Black Rose,1945,0,0.3,0.2,0,0,Bestsellers,,,Bestsellers,1920,1920,costain_the_black_rose_The_Black_Rose,1885-05-08,1965/10/8
324,private,0,0,0,0,0,0,0,0.01,0,0,James Clavell,Noble House,1981,0,0.5,0,0,1.8,Bestsellers,,,Bestsellers,1988,1980,clavell_noble_house_Noble_House,1921/10/10,1994/9/7
321,private,0,0,0,0,0.01,0.01,0,0.01,0.02,0.01,Jean Toomer,Cane,1923,1,2.4,3.6,0,5.5,BBIP,,,BBIP,1930,1925,toomer_cane_gutenberg_60093-0_Cane,1894-12-26,1967/3/30
320,private,0,0.01,0,0.01,0,0,0,0.01,0.01,0,John Hersey,A Bell for Adano,1945,0,0,0,0,0,Pulitzer,,,Pulitzer,1944,1944,hersey_a_bell_for_adano_A_Bell_for_Adano,1914/6/17,1993/3/24
318,private,0,0,0,0,0,0,0,0.01,0,0,Katherine Anne Porter,Ship of Fools,1962,0.1,1,0,0,1.3,Bestsellers,,,Bestsellers,1931,1950,porter_ship_of_fools_Ship_of_Fools,1890-05-15,1980/9/18
317,private,0,0,0,0,0,0,0,0.01,0,0,Marita Golden,After,2006,0,0,0,0.1,0.2,BCALA,,,BCALA,1985,1985,golden_after_After,1950/4/28,
316,private,0,0,0,0,0,0.01,0,0.01,0.01,0,Shirley Jackson,The Haunting of Hill House,1959,0.1,12,1.7,0.5,4.1,Genre Fiction,Horror,,Genre Fiction：Horror,1959,1959,jackson_the_lottery_haunting_hill_house_we_have_always_lived_in_the_castle_The_Haunting_of_Hill_House,1916/12/14,1965/8/8
315,private,0,0,0,0,0,0,0,0.01,0.01,0,Graham Greene,Our Man in Havana,1958,0,0.4,0.2,0,1.8,Genre Fiction,Action/Spy,,Genre Fiction：Action/Spy,1958,1958,greene_our_man_in_havana_Our_Man_in_Havana,1904/10/2,1991/4/3
314,private,0,0,0,0,0,0.01,0,0.01,0.01,0,James Patterson,Along Came a Spider,1993,0,0.2,0.6,0,1,Genre Fiction,Mystery/Crime,,Genre Fiction：Mystery/Crime,1974,1990,patterson_along_came_a_spider_Along_Came_a_Spider,1932/6/29,1972/8/19
313,private,0,0,0,0,0.01,0.01,0,0.01,0.01,0,Barbara Chase-Riboud,Hottentot Venus,2003,0,0,0,0,2,BCALA,,,BCALA,1810,1810,chase_riboud_hottentot_venus_Hottentot_Venus,1939/6/26,
375,private,0,0,0,0,0.01,0.01,0,0.01,0.01,0,Philip Roth,American Pastoral,1998,0,1.5,0.8,0.2,1.1,Pulitzer,,,Pulitzer,1973,1960,roth_american_pastoral_American_Pastoral,1933/3/19,2018/5/22
312,private,0,0,0,0,0,0,0,0.01,0.01,0,Thomas Keneally,The Chant of Jimmie Blacksmith,1972,0,0.2,0,0,2.2,Global,Oceania,,Global,1935,1935,kenealy_the_chant_of_jimmie_blacksmith_The_Chant_of_Jimmie_Blacksmith,1935/10/7,
360,private,0,0,0,0.04,0.01,0.02,0,0.01,0.02,0,Chaim Potok,The Chosen,1967,0,0.4,0.3,0,1,Bestsellers,,,Bestsellers,1945,1950,potok_the_chosen_The_Chosen,1929/2/17,2002/7/23
369,public,0,0,0,0,0,0,0.02,0.01,0.02,0,Sinclair Lewis,Elmer Gantry,1927,1.4,13.3,0.2,5.2,6.8,Bestsellers,,,Bestsellers,1911,1920,lewis_arrowsmith_elmer_gantry_dodsworth_Elmer_Gantry,1885-02-07,1951/1/10
345,private,0,0,0,0,0,0,0,0.01,0.01,0,Caroline Miller,Lamb in His Bosom,1934,0,0.1,0,0.1,0,Pulitzer,,,Pulitzer,1930,1935,miller_lamb_in_his_bosom_Lamb_in_His_Bosom,1991/7/16,1992/7/12
367,public,0,0,0,0,0,0,0,0.01,0,0,William Kennedy,Ironweed,1984,0,0.1,0.6,0,2,Pulitzer,,,Pulitzer,1970,1980,kennedy_ironweed_Ironweed,1768-07-31,1834-10-11
373,private,0,0,0,0,0,0,0,0.01,0,0,Paule Marshall,The Fisher King,2000,0.1,0.1,0,0,0,BCALA,,,BCALA,1978,1980,marshall_the_fisher_king_The_Fisher_King,1929/4/9,2019/8/12
372,private,0,0,0.01,0,0,0,0,0.01,0.01,0,Agatha Christie,Sleeping Murder,1976,0,1.5,0,0,2,Bestsellers,,,Bestsellers,1944,1950,christie_sleeping_murder_Sleeping_Murder,1890-09-15,1976/1/12
